"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"H33","<item>Abiezrite = ""my father is help""</item><item>1) one of the family of Abiezer,  a descendant of Joseph's son,  Manasseh</item>       ","from <w lemma=""??????????"" POS=""ab-ee-ay'-zer"" src=""44"" xlit=""'Ab�y?ezer""/> with the article inserted; father of the Ezrite;","x-pn","ab-ee'-haw-ez-ree'","""'Ab�y h�-?Ezr�y"" ","""????? ?????????"" "
"H330","<item>1) linen,  yarn,  thread</item>       ","from an unused root (probably meaning to bind);","heb","ay-toon'","""'�?�wn"" ","""??????"" "
"H3300","<item>Jasiel or Jaasiel = ""God is maker""</item><item>1) one of David's mighty warriors</item><item>2) a son of Abner and a chief of Benjamin</item>       ","from <w lemma=""??????"" POS=""aw-saw'"" src=""6213"" xlit=""?�s�h""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; made of God;","x-pn","yah-as-ee-ale'","""Ya?as�y'�l"" ","""???????????"" "
"H3301","<item>Iphedeiah = ""Jehovah will redeem""</item><item>1) a descendant of Benjamin and of the family of Shashak</item>       ","from <w lemma=""??????"" POS=""paw-daw'"" src=""6299"" xlit=""p�d�h""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; Jah will liberate;","x-pn","yif-deh-yaw'","""Yiphd?y�h"" ","""??????????"" "
"H3302","<item>1) to be bright,  be beautiful,  be handsome,  be fair</item><item>1a) (Qal) to be beautiful</item><item>1b) (Piel) to beautify</item><item>1c) (Pual) to be beautiful</item><item>1d) (Hithpael) to beautify oneself</item>       ","a primitive root;","heb","yaw-faw'","""y�ph�h"" ","""?????"" "
"H3303","<item>1) fair,  beautiful,  handsome</item>       ","from <w lemma=""?????"" POS=""yaw-faw'"" src=""3302"" xlit=""y�ph�h""/>;","heb","yaw-feh'","""y�pheh"" ","""?????"" "
"H3304","<item>1) pretty (reduplication with the force of the diminutive)</item><item>1a) fair of mouth (lit.)</item><item>2) (CLBL) very beautiful</item>       ","from <w lemma=""?????"" POS=""yaw-faw'"" src=""3302"" xlit=""y�ph�h""/> by reduplication;","heb","yef-eh' fee-yaw'","""y?ph�h-ph�y�h"" ","""????????????"" "
"H3305","<item>Joppa or Japho = ""beautiful""</item><item>1) a town on the southwest coast of Palestine in the territory of Dan; became primary port of Jerusalem during reign of Solomon</item>       ","or <w lemma=""??????"" POS=""yaw-fo'"" xlit=""Y�ph�w'""/>; (Ezra 3:7), from <w lemma=""?????"" POS=""yaw-faw'"" src=""3302"" xlit=""y�ph�h""/>; beautiful;","x-pn","yaw-fo'","""Y�ph�w"" ","""?????"" "
"H3306","<item>1) to breathe,  breathe hard,  puff</item><item>1a) (Hithpael) to gasp for breath</item>       ","a primitive root;","heb","yaw-fakh'","""y�phach"" ","""?????"" "
"H3307","<item>1) a breathing out,  exhaling,  puffing out (subst)</item>       ","from <w lemma=""?????"" POS=""yaw-fakh'"" src=""3306"" xlit=""y�phach""/>;","heb","yaw-fay'-akh","""y�ph�ach"" ","""??????"" "
"H3308","<item>1) beauty</item>       ","from <w lemma=""?????"" POS=""yaw-faw'"" src=""3302"" xlit=""y�ph�h""/>;","heb","yof-ee'","""yoph�y"" ","""?????"" "
"H3309","<item>Japhia = ""shining""</item><item>n pr loc</item><item>1) a town on the border of Zebulun and Issachar</item><item>1a) perhaps modern 'Yafa'</item><item>n pr m</item><item>2) the king of Lachish at the time of the conquest of Canaan by Joshua</item><item>3) a son of David by a concubine</item>       ","from <w lemma=""?????"" POS=""yaw-fah'"" src=""3313"" xlit=""y�pha?""/>; bright;","x-pn","yaw-fee'-ah","""Y�ph�ya?"" ","""???????"" "
"H331","<item>1) to shut,  shut up,  close</item><item>1a) (Qal) to shut,  stop (of lips)</item><item>1b) (Hiphil) of the wicked stopping their ears (fig.)</item>       ","a primitive root;","heb","aw-tam'","""'�?am"" ","""?????"" "
"H3310","<item>Japhlet = ""he will deliver""</item><item>1) a descendant of Asher through Beriah</item>       ","from <w lemma=""??????"" POS=""paw-lat'"" src=""6403"" xlit=""p�la?""/>; he will deliver;","x-pn","yaf-late'","""Yaphl�?"" ","""???????"" "
"H3311","<item>Japhleti see Japhlet = ""let him escape""</item><item>1) descendants of Asher of the family of Japhlet who lived on the southwest border of Ephraim. Used as location</item>       ","patronymically from <w lemma=""???????"" POS=""yaf-late'"" src=""3310"" xlit=""Yaphl�?""/>;","x-pn","yaf-lay-tee'","""Yaphl�?�y"" ","""?????????"" "
"H3312","<item>Jephunneh = ""He will be facing""</item><item>1) a Kenezite and father of Caleb the spy from the tribe of Judah</item><item>2) son of Jether and descendant of Asher</item>       ","from <w lemma=""??????"" POS=""paw-naw'"" src=""6437"" xlit=""p�n�h""/>; he will be prepared;","x-pn","yef-oon-neh'","""Y?phunneh"" ","""????????"" "
"H3313","<item>1) to shine,  shine forth or out,  cause to shine,  send out beams</item><item>1a) (Hiphil)</item><item>1a1) to shine out, shine forth,  send out beams</item><item>1a2) to cause to shine</item>       ","a primitive root;","heb","yaw-fah'","""y�pha?"" ","""?????"" "
"H3314","<item>1) splendour,  brightness,  shining</item>       ","from <w lemma=""?????"" POS=""yaw-fah'"" src=""3313"" xlit=""y�pha?""/>;","heb","yif-aw'","""yiph?�h"" ","""???????"" "
"H3315","<item>Japheth = ""opened""</item><item>1) the 3rd son of Noah whose descendants after the flood settled on the coastal lands of the Mediterranean spreading north into Europe and parts of Asia</item>       ","from <w lemma=""??????"" POS=""paw-thaw'"" src=""6601"" xlit=""p�th�h""/>; expansion;","x-pn","yeh'-feth","""Yepheth"" ","""?????"" "
"H3316","<item>Jephthah or Jiphtah = ""he opens""</item><item>n pr m</item><item>1) a son of Gilead and a concubine and the judge who defeated the Ammonites; after the victory because of a vow taken before the battle he sacrificed his daughter as a burnt offering</item><item>n pr loc</item><item>2) a city in Judah</item>       ","from <w lemma=""??????"" POS=""paw-thakh'"" src=""6605"" xlit=""p�thach""/>; he will open;","x-pn","yif-tawkh'","""Yipht�ch"" ","""????????"" "
"H3317","<item>Jiphthah-el = ""God opens""</item><item>1) a valley between Zebulun and Asher; location uncertain</item>       ","from <w lemma=""??????"" POS=""paw-thakh'"" src=""6605"" xlit=""p�thach""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; God will open;","x-pn","yif-tach-ale'","""Yiphtach-'�l"" ","""????????????"" "
"H3318","<item>1) to go out,  come out,  exit,  go forth</item><item>1a) (Qal)</item><item>1a1) to go or come out or forth,  depart</item><item>1a2) to go forth (to a place)</item><item>1a3) to go forward,  proceed to (to or toward something)</item><item>1a4) to come or go forth (with purpose or for result)</item><item>1a5) to come out of</item><item>1b) (Hiphil)</item><item>1b1) to cause to go or come out,  bring out,  lead out</item><item>1b2) to bring out of</item><item>1b3) to lead out</item><item>1b4) to deliver</item><item>1c) (Hophal) to be brought out or forth</item>       ","a primitive root;","heb","yaw-tsaw'","""y�ts�'"" ","""?????"" "
"H3319","<item>1) (Shaphel) to bring to an end,  finish,  bring out to an end</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""yaw-tsaw'"" src=""3318"" xlit=""y�ts�'""/>","arc","yets-aw'","""y?ts�'"" ","""?????"" "
"H332","<item>1) (Qal) shut</item><item>1a) to shut up,  close,  bind</item><item>1b) close one's mouth</item>       ","a primitive root;","heb","aw-tar'","""'�?ar"" ","""?????"" "
"H3320","<item>1) to place,  set,  stand,  set or station oneself,  present oneself</item><item>1a) (Hithpael) to station oneself,  take one's stand,  stand,  present oneself,  stand with someone</item>       ","a primitive root;","heb","yaw-tsab'","""y�tsab"" ","""?????"" "
"H3321","<item>1) (Pael) to make stand,  make certain,  gain certainty,  know the truth,  be certain</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""yaw-tsab'"" src=""3320"" xlit=""y�tsab""/>;","arc","yets-abe'","""y?tsab"" ","""?????"" "
"H3322","<item>1) to place,  set,  establish</item><item>1a) (Hiphil)</item><item>1a1) to set,  place</item><item>1a2) to present</item><item>1a3) to exhibit</item><item>1b) (Hophal) to be stopped,  be stayed,  be detained</item>       ","a primitive root;","heb","yaw-tsag'","""y�tsag"" ","""?????"" "
"H3323","<item>1) fresh oil,  shining (pure) oil</item>       ","from <w lemma=""?????"" POS=""tsaw-har'"" src=""6671"" xlit=""ts�har""/>;","heb","yits-hawr'","""yitsh�r"" ","""???????"" "
"H3324","<item>Izhar = ""shining oil""</item><item>1) son of Kohath,  grandson of Levi,  uncle of Moses and Aaron,  and father of Korah; progenitor of the Izharites</item>       ","the same as <w lemma=""???????"" POS=""yits-hawr'"" src=""3323"" xlit=""yitsh�r""/>;","x-pn","yits-hawr'","""Yitsh�r"" ","""???????"" "
"H3325","<item>Izharites or Izeharites = ""oil""</item><item>1) descendants of Izhar son of Kohath and grandson of Levi</item>       ","patronymically from <w lemma=""???????"" POS=""yits-hawr'"" src=""3324"" xlit=""Yitsh�r""/>;","x-pn","yits-haw-ree'","""Yitsh�r�y"" ","""?????????"" "
"H3326","<item>1) couch,  bed</item>       ","passive participle of <w lemma=""?????"" POS=""yaw-tsah'"" src=""3331"" xlit=""yatsa?""/>;","heb","yaw-tsoo'-ah","""y�ts�wa?"" ","""???????"" "
"H3327","<item>Isaac = ""he laughs""</item><item>1) son of Abraham by Sarah his wife and father of Jacob and Esau</item>       ","from <w lemma=""?????"" POS=""tsaw-khak'"" src=""6711"" xlit=""ts�chaq""/>; laughter (i.e. mochery);","x-pn","yits-khawk'","""Yitsch�q"" ","""???????"" "
"H3328","<item>Zohar = ""tawny""</item>       ","from the same as <w lemma=""?????"" POS=""tsakh'-ar"" src=""6713"" xlit=""tsachar""/>; he will shine;","x-pn","yits-khar'","""Yitschar"" ","""???????"" "
"H3329","<item>1) coming forth</item><item>1a) offspring (subst)</item>       ","from <w lemma=""?????"" POS=""yaw-tsaw'"" src=""3318"" xlit=""y�ts�'""/>;","heb","yaw-tsee'","""y�ts�y'"" ","""??????"" "
"H333","<item>Ater = ""binder""</item><item>1) an exiled descendant of Hezekiah</item><item>2) an exiled Levite porter (perhaps same as 1)</item><item>3) a chief Israelite who sealed Nehemiah's covenant</item>       ","from <w lemma=""?????"" POS=""aw-tar'"" src=""332"" xlit=""'�?ar""/>; maimed;","x-pn","aw-tare'","""'�?�r"" ","""?????"" "
"H3330","<item>n</item><item>1) the truth</item><item>adv</item><item>2) surely,  reliably,  truly</item><item>adj</item><item>3) reliable,  true,  certain,  sure</item>       ","(Aramaic) from <w lemma=""?????"" POS=""yets-abe'"" src=""3321"" xlit=""y?tsab""/><note type=""x-typo"">lemma ???? missing vowel, corrected to <catchWord>?????</catchWord>","arc","yats-tseeb'","""yatsts�yb"" ","""???????"" "
"H3331","<item>1) to spread out,  make a bed</item><item>1a) (Hiphil) to lay,  spread out</item><item>1b) (Hophal) to be laid,  be spread out</item>       ","a primitive root;","heb","yaw-tsah'","""yatsa?"" ","""?????"" "
"H3332","<item>1) to pour,  flow,  cast,  pour out</item><item>1a) (Qal)</item><item>1a1) to pour,  pour out</item><item>1a2) to cast</item><item>1a3) to flow</item><item>1b) (Hiphil) to pour,  pour out</item><item>1c) (Hophal)</item><item>1c1) to be poured</item><item>1c2) cast,  molten (participle)</item><item>1c3) being firmly established (participle)</item>       ","a primitive root;","heb","yaw-tsak'","""y�tsaq"" ","""?????"" "
"H3333","<item>1) a casting (of metal)</item>       ","passive participle feminine of <w lemma=""?????"" POS=""yaw-tsak'"" src=""3332"" xlit=""y�tsaq""/>;","heb","yets-oo-kaw'","""y?tsuq�h"" ","""???????"" "
"H3334","<item>1) to bind,  be distressed,  be in distress,  be cramped,  be narrow,  be scant, be in straits,  make narrow,  cause distress,  beseige</item><item>1a) (Qal) to suffer distress</item>       ","a primitive root;","heb","yaw-tsar'","""y�tsar"" ","""?????"" "
"H3335","<item>1) to form,  fashion,  frame</item><item>1a) (Qal) to form,  fashion</item><item>1a1) of human activity</item><item>1a2) of divine activity</item><item>1a2a) of creation</item><item>1a2a1) of original creation</item><item>1a2a2) of individuals at conception</item><item>1a2a3) of Israel as a people</item><item>1a2b) to frame,  pre-ordain,  plan (fig. of divine) purpose of a situation)</item><item>1b) (Niphal) to be formed,  be created</item><item>1c) (Pual) to be predetermined,  be pre-ordained</item><item>1d) (Hophal) to be formed</item>       ","probably identical with <w lemma=""?????"" POS=""yaw-tsar'"" src=""3334"" xlit=""y�tsar""/> (through the squeezing into shape); (compare <w lemma=""?????"" POS=""yaw-tsah'"" src=""3331"" xlit=""yatsa?""/>);","heb","yaw-tsar'","""y�tsar"" ","""?????"" "
"H3336","<item>1) form,  framing,  purpose,  framework</item><item>1a) form</item><item>1a1) pottery</item><item>1a2) graven image</item><item>1a3) man (as formed from the dust)</item><item>1b) purpose,  imagination,  device (intellectual framework)</item>       ","from <w lemma=""?????"" POS=""yaw-tsar'"" src=""3335"" xlit=""y�tsar""/>;","heb","yay'-tser","""y�tser"" ","""?????"" "
"H3337","<item>Jezer = ""forming""</item><item>1) the 3rd son of Naphtali and the founder of the family of Jezerites</item>       ","the same as <w lemma=""?????"" POS=""yay'-tser"" src=""3336"" xlit=""y�tser""/>;","x-pn","yay-tser","""Y�tser"" ","""?????"" "
"H3338","<item>1) forms,  members (of the body)</item>       ","passive participle of <w lemma=""?????"" POS=""yaw-tsar'"" src=""3335"" xlit=""y�tsar""/>;","heb","yaw-tsoor'","""y�tsur"" ","""?????"" "
"H3339","<item>Izri = ""my fashioner""</item><item>1) a leader of one of the Levitical sanctuary choirs</item>       ","from <w lemma=""?????"" POS=""yaw-tsar'"" src=""3335"" xlit=""y�tsar""/>; formative;","x-pn","yits-ree'","""Yitsr�y"" ","""???????"" "
"H334","<item>1) bound,  impeded (on the right,  ie,  left-handed),  shut,  shut up</item>       ","from <w lemma=""?????"" POS=""aw-tar'"" src=""332"" xlit=""'�?ar""/>;","heb","it-tare'","""'i??�r"" ","""??????"" "
"H3340","<item>Jezerites = ""imagination: form: purpose""</item><item>1) descendants of Jezer the son of Naphtali</item>       ","; patronymically from <w lemma=""?????"" POS=""yay-tser"" src=""3337"" xlit=""Y�tser""/>;","x-pn","yits-ree'","""Yitsr�y"" ","""???????"" "
"H3341","<item>1) to kindle,  burn,  set on fire</item><item>1a) (Qal) to kindle</item><item>1b) (Niphal)</item><item>1b1) to be kindled</item><item>1b2) to be left desolate</item><item>1c) (Hiphil) to set on fire,  kindle</item>       ","a primitive root;","heb","yaw-tsath'","""y�tsath"" ","""?????"" "
"H3342","<item>1) wine vat,  wine-press</item>       ","from an unused root meaning to excavate;","heb","yeh'-keb","""yeqeb"" ","""?????"" "
"H3343","<item>Jekabzeel = ""God gathers""</item><item>1) the most remote city of Judah; located in southern Judah on the border of Edom</item>       ","from <w lemma=""?????"" POS=""kaw-bats'"" src=""6908"" xlit=""q�bats""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; God will gather;","x-pn","yek-ab-tseh-ale'","""Y?qabts?'�l"" ","""???????????"" "
"H3344","<item>1) to burn,  kindle,  be kindled</item><item>1a) (Qal) to be kindled</item><item>1b) (Hophal) to burn,  be burning,</item>       ","a primitive root;","heb","yaw-kad'","""y�qad"" ","""?????"" "
"H3345","<item>1) (P'al) to burn</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""yaw-kad'"" src=""3344"" xlit=""y�qad""/>","arc","yek-ad'","""y?qad"" ","""?????"" "
"H3346","<item>1) a burning</item>       ","(Aramaic) from <w lemma=""?????"" POS=""yek-ad'"" src=""3345"" xlit=""y?qad""/>;","arc","yek-ay-daw'","""y?q�d�'"" ","""???????"" "
"H3347","<item>Jokdeam = ""burning of a people""</item><item>1) a city in the mountains of southern Judah; apparently south of Hebron</item>       ","from <w lemma=""?????"" POS=""yaw-kad'"" src=""3344"" xlit=""y�qad""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; burning of (the) people;","x-pn","yok-deh-awm'","""Yoqd??�m"" ","""?????????"" "
"H3348","<item>Jakeh = ""blameless""</item><item>1) father of Agur the sage</item>       ","from an unused root probably meaning to obey; obedient;","x-pn","yaw-keh'","""Y�qeh"" ","""?????"" "
"H3349","<item>1) obedience,  cleansing,  purging</item>       ","from the same as <w lemma=""?????"" POS=""yaw-keh'"" src=""3348"" xlit=""Y�qeh""/>;","heb","yik-kaw-haw'","""yiqq�h�h"" ","""????????"" "
"H335","<item>1) where?,  whence?</item><item>2) which?,  how? (in prefix with other adverb)</item>       ","perhaps from <w lemma=""?????"" POS=""ah-yin'"" src=""370"" xlit=""'ayin""/>;","heb","ah'ee","""'ay"" ","""???"" "
"H3350","<item>1) a burning</item>       ","from <w lemma=""?????"" POS=""yaw-kad'"" src=""3344"" xlit=""y�qad""/>;","heb","yek-ode'","""y?q�wd"" ","""??????"" "
"H3351","<item>1) living substance,  that which stands or exists,  existence, substance</item>       ","from <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/>;","heb","yek-oom'","""y?q�wm"" ","""??????"" "
"H3352","<item>1) fowler,  bait-layer</item>       ","from <w lemma=""??????"" POS=""yaw-koshe'"" src=""3369"" xlit=""y�q�sh""/>;","heb","yaw-koshe'","""y�q�wsh"" ","""???????"" "
"H3353","<item>1) fowler,  trapper,  bait-layer</item>       ","passive participle of <w lemma=""??????"" POS=""yaw-koshe'"" src=""3369"" xlit=""y�q�sh""/>;","heb","yaw-koosh'","""y�q�wsh"" ","""???????"" "
"H3354","<item>Jekuthiel = ""cleansing of God""</item><item>1) a descendant of Caleb of the tribe of Judah</item>       ","from the same as <w lemma=""?????"" POS=""yaw-keh'"" src=""3348"" xlit=""Y�qeh""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; obedience of God;","x-pn","yek-ooth-ee'-ale","""Y?q�wth�y'�l"" ","""???????????"" "
"H3355","<item>Joktan = ""smallness""</item><item>1) son of Eber and descendant of Shem and patriarch of various Arabian tribes</item>       ","from <w lemma=""?????"" POS=""kaw-tone'"" src=""6994"" xlit=""q�?�n""/>; he will be made little;","x-pn","yok-tawn'","""Yoq?�n"" ","""???????"" "
"H3356","<item>Jakim = ""He will raise""</item><item>1) a Benjamite and descendant of Shimhi</item><item>2) a Levite priest in charge of the 12th course in the time of David</item>       ","from <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/>; he will raise;","x-pn","yaw-keem'","""Y�q�ym"" ","""??????"" "
"H3357","<item>1) rare,  very precious,  honour,  dear</item>       ","from <w lemma=""?????"" POS=""yaw-kar'"" src=""3365"" xlit=""y�qar""/>;","heb","yak-keer'","""yaqq�yr"" ","""???????"" "
"H3358","<item>1) rare,  noble,  famous,  difficult</item><item>1a) honourable</item><item>1b) difficult (meton)</item>       ","(Aramaic) corresponding to <w lemma=""???????"" POS=""yak-keer'"" src=""3357"" xlit=""yaqq�yr""/>","arc","yak-keer'","""yaqq�yr"" ","""???????"" "
"H3359","<item>Jecamiah or Jekamiah = ""Jehovah raises""</item><item>1) a descendant of Judah,  son of Shallum in the line of Ahlai</item><item>2) a descendant of David and one of the seven introduced into the royal line on the failure of it in the person of Jehoiachin</item>       ","from <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; Jah will rise;","x-pn","yek-am-yaw'","""Y?qamy�h"" ","""?????????"" "
"H336","<item>1) not</item>       ","probably identical with <w lemma=""???"" POS=""ah'ee"" src=""335"" xlit=""'ay""/> (through the idea of a query);","heb","ee","""'�y"" ","""???"" "
"H3360","<item>Jekameam = ""let the people rise""</item><item>1) a Levite,  the 4th son of Hebron and grandson of Kohath in the time of David</item>       ","from <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; (the) people will rise;","x-pn","yek-am'-awm","""Y?qam?�m"" ","""?????????"" "
"H3361","<item>Jokmeam = ""gathered by the people""</item><item>1) a city of refuge in Ephraim given to the Kohathite Levites</item>       ","from <w lemma=""????"" POS=""koom"" src=""6965"" xlit=""q�wm""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; (the) people will be raised;","x-pn","yok-meh-awm'","""Yoqm??�m"" ","""?????????"" "
"H3362","<item>Jokneam = ""the people lament""</item><item>1) a city of Canaan conquered by Joshua and in the territory of Zebulun but allotted to the Merarite Levites and located Mount Carmel</item>       ","from <w lemma=""????"" POS=""koon"" src=""6969"" xlit=""q�wn""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; (the) people will be lamented;","x-pn","yok-neh-awm'","""Yoqn??�m"" ","""?????????"" "
"H3363","<item>1) to be dislocated,  be alienated</item><item>1a) (Qal) to be dislocated,  be torn away,  be alienated</item><item>1b) (Hiphil)</item><item>1b1) to execute slowly (by exposure or impalation)</item><item>1b2) to hang</item><item>1c) (Hophal) to be executed</item>       ","a primitive root;","heb","yaw-kah'","""y�qa?"" ","""?????"" "
"H3364","<item>1) (Qal) to awake,  awaken,  become active</item>       ","a primitive root;","heb","yaw-kats'","""y�qats"" ","""?????"" "
"H3365","<item>1) to esteem,  be prized,  be valuable,  be precious,  be costly,  be appraised</item><item>1a) (Qal)</item><item>1a1) to be precious, be highly valued,  be esteemed,  be costly</item><item>1a2) to be appraised</item><item>1b) (Hiphil) to make something precious</item>       ","a primitive root;","heb","yaw-kar'","""y�qar"" ","""?????"" "
"H3366","<item>1) price,  value,  preciousness,  honour,  splendour,  pomp</item><item>1a) preciousness</item><item>1b) price</item><item>1c) honour, esteem</item>       ","from <w lemma=""?????"" POS=""yaw-kar'"" src=""3365"" xlit=""y�qar""/>;","heb","yek-awr'","""y?q�r"" ","""?????"" "
"H3367","<item>1) honour,  esteem</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""yek-awr'"" src=""3366"" xlit=""y?q�r""/>","arc","yek-awr'","""y?q�r"" ","""?????"" "
"H3368","<item>1) valuable,  prized,  weighty,  precious,  rare, splendid</item><item>1a) precious</item><item>1a1) costly</item><item>1a2) precious,  highly valued</item><item>1a3) precious stones or jewels</item><item>1b) rare</item><item>1c) glorious,  splendid</item><item>1d) weighty,  influential</item>       ","from <w lemma=""?????"" POS=""yaw-kar'"" src=""3365"" xlit=""y�qar""/>;","heb","yaw-kawr'","""y�q�r"" ","""?????"" "
"H3369","<item>1) to lure,  entice,  snare,  lay a snare or lure,  set a trap</item><item>1a) (Qal)</item><item>1a1) to lay snares (fig. of devices of wicked)</item><item>1a2) fowlers (participle)</item><item>1b) (Niphal) to be ensnared,  be caught by a bait</item><item>1c) (Pual) to be entrapped</item>       ","a primitive root;","heb","yaw-koshe'","""y�q�sh"" ","""??????"" "
"H337","<item>1) alas!,  woe!</item>       ","short from <w lemma=""????"" POS=""o'-ee"" src=""188"" xlit=""'�wy""/>;","heb","ee","""'�y"" ","""???"" "
"H3370","<item>Jokshan = ""snarer""</item><item>1) a son of Abraham by Keturah and father of Sheba and Dedan</item>       ","from <w lemma=""??????"" POS=""yaw-koshe'"" src=""3369"" xlit=""y�q�sh""/>; insidious;","x-pn","yok-shawn'","""Yoqsh�n"" ","""????????"" "
"H3371","<item>Joktheel = ""the blessedness of God""</item><item>1) a city in the low country of Judah named next to Lachish</item><item>2) the name given to the cliff which was the stronghold of Edom by king Amaziah after capturing it; also called 'Selah' and 'Petra'</item>       ","probably from the same as <w lemma=""?????"" POS=""yaw-keh'"" src=""3348"" xlit=""Y�qeh""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; veneration of God (compare <w lemma=""???????????"" POS=""yek-ooth-ee'-ale"" src=""3354"" xlit=""Y?q�wth�y'�l""/>);","x-pn","yok-theh-ale'","""Yoqth?'�l"" ","""?????????"" "
"H3372","<item>1) to fear,  revere,  be afraid</item><item>1a) (Qal)</item><item>1a1) to fear,  be afraid</item><item>1a2) to stand in awe of,  be awed</item><item>1a3) to fear,  reverence,  honour,  respect</item><item>1b) (Niphal)</item><item>1b1) to be fearful,  be dreadful,  be feared</item><item>1b2) to cause astonishment and awe,  be held in awe</item><item>1b3) to inspire reverence or godly fear or awe</item><item>1c) (Piel) to make afraid,  terrify</item><item>2) (TWOT) to shoot,  pour</item>       ","a primitive root;","heb","yaw-ray'","""y�r�'"" ","""?????"" "
"H3373","<item>1) fearing,  reverent,  afraid</item>       ","from <w lemma=""?????"" POS=""yaw-ray'"" src=""3372"" xlit=""y�r�'""/>;","heb","yaw-ray'","""y�r�'"" ","""?????"" "
"H3374","<item>1) fear,  terror,  fearing</item><item>1a) fear,  terror</item><item>1b) awesome or terrifying thing (object causing fear)</item><item>1c) fear (of God),  respect,  reverence,  piety</item><item>1d) revered</item>       ","feminine of <w lemma=""?????"" POS=""yaw-ray'"" src=""3373"" xlit=""y�r�'""/>;","heb","yir-aw'","""yir'�h"" ","""???????"" "
"H3375","<item>Iron = ""fearing""</item><item>1) a city of Naphtali; site unknown</item>       ","from <w lemma=""?????"" POS=""yaw-ray'"" src=""3372"" xlit=""y�r�'""/>; fearfulness;","x-pn","yir-ohn'","""Yir'�wn"" ","""????????"" "
"H3376","<item>Irijah = ""Jehovah sees me""</item><item>1) son of Shelemiah,  a captain of the guard who arrested Jeremiah</item>       ","from <w lemma=""?????"" POS=""yaw-ray'"" src=""3373"" xlit=""y�r�'""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; fearful of Jah;","x-pn","yir-ee-yaw'","""Yir'�y�yh"" ","""???????????"" "
"H3377","<item>Jareb = ""contender""</item><item>1) an epithet given to the king of Assyria</item>       ","from <w lemma=""????"" POS=""reeb"" src=""7378"" xlit=""r�yb""/>; he will contend;","x-pn","yaw-rabe'","""Y�r�b"" ","""?????"" "
"H3378","<item>Jerubbaal = ""let Baal contend""</item><item>1) name given to Gideon by his father when he destroyed the altar of Baal</item>       ","from <w lemma=""????"" POS=""reeb"" src=""7378"" xlit=""r�yb""/> and <w lemma=""??????"" POS=""bah'-al"" src=""1168"" xlit=""Ba?al""/>; Baal will contend;","x-pn","yer-oob-bah'-al","""Y?rubba?al"" ","""??????????"" "
"H3379","<item>Jeroboam = ""the people will contend""</item><item>1) the first king of the northern kingdom of Israel when the kingdom split at the death of Solomon and the 10 tribes split off from Judah and Benjamin and the kingdom under Solomon's son Rehoboam; idolatry was introduced at the beginning of his reign</item><item>2) the 8th king of the northern kingdom of Israel,  son of Joash,  and 4th in the dynasty of Jehu; during his reign the Syrian invaders were repelled and the kingdom restored to its former borders but the idolatry of the kingdom was maintained</item>       ","from <w lemma=""????"" POS=""reeb"" src=""7378"" xlit=""r�yb""/> and <w lemma=""???"" POS=""am"" src=""5971"" xlit=""?am""/>; (the) people will contend;","x-pn","yaw-rob-awm'","""Y�rob?�m"" ","""?????????"" "
"H338","<item>1) howling beast,  jackal</item>       ","probably identical with <w lemma=""???"" POS=""ee"" src=""337"" xlit=""'�y""/> (through the idea of a doleful sound);","heb","ee","""'�y"" ","""???"" "
"H3380","<item>Jerubbesheth = ""shame will contend""</item><item>1) a variant name of Jerubbaal (the other name of Gideon [ H03378]) substituting the word 'shame' for the name of the pagan god 'Baal'</item>       ","from <w lemma=""????"" POS=""reeb"" src=""7378"" xlit=""r�yb""/> and <w lemma=""???????"" POS=""bo'-sheth"" src=""1322"" xlit=""b�sheth""/>; shame (i.e. the idol) will contend;","x-pn","yer-oob-beh'-sheth","""Y?rubbesheth"" ","""???????????"" "
