"Primary","RelatedTo","RelType"
3080,2884,"mother"
3081,337,"mother"
3081,1262,"mother"
3081,616,"spouseOrConcubine"
3081,682,"spouseOrConcubine"
3081,2401,"spouseOrConcubine"
3084,1622,"father"
3085,1624,"father"
3089,2114,"father"
3094,387,"father"
3095,242,"spouseOrConcubine"
3095,1114,"mother"
3095,1302,"mother"
3095,1645,"spouseOrConcubine"
3095,2108,"spouseOrConcubine"
3101,1208,"father"
3104,430,"father"
3104,477,"father"
3104,492,"father"
3104,1420,"father"
3104,1538,"father"
3104,603,"father"
3104,654,"father"
3104,2537,"father"
3104,2679,"father"
3104,2730,"father"
3104,2803,"father"
3106,2438,"father"
3107,2188,"father"
3108,2876,"father"
3109,959,"father"
3113,2612,"father"
3000,1667,"mother"
1605,359,"mother"
